,image_names,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
2675,BRACS_752_DCIS_16,0.04799954,0.081935234,0.06168934,0.8911392,2.509913,0.042670947,0.41194293,2.4896634,0.13013704,0.13294336,0.44070005,0.055872962,0.21054427,2.7138348,0.0938021,1.7733945,0.5366949,0.23056138,0.2387735,0.5484599,1.3113793,1.2181801,0.06447663,0.19586316,0.14558688,1.5912452,1.5368062,0.6436392,0.35540652,0.13436605,0.21669099,0.2194392,1.4865799,0.57769436,0.09983017,0.8490964,1.7068583,1.1211233,0.0493843,0.32380235,0.09385162,0.18092738,0.11820942,0.12376684,0.06413938,1.3134763,0.11173491,0.15492217,0.5674878,0.40662125,2.0683525,0.048961617,0.30466622,3.3173654,0.26986408,0.31581935,0.8395309,0.15855464,2.0454283,0.019373951,1.4142368,0.10955818,1.1307604,0.18077399
2676,BRACS_752_DCIS_17,0.58185685,0.03574024,-0.005051924,1.2839742,2.76667,1.1500363,0.1892073,3.3737197,0.8932431,1.1167092,0.88909733,0.35904545,0.57385486,2.9370868,0.1435352,1.5717934,0.40345633,0.030494958,0.2076519,0.7496636,1.3684958,0.44232437,0.024352746,-0.023786584,0.0029401872,1.912766,1.1322852,0.16807802,0.18657517,0.13889086,0.2541491,0.094485156,3.1383934,0.6970428,-0.002922742,1.746592,1.5580221,1.4849629,1.6839824,0.075584345,0.18499479,-0.005773027,0.79038846,0.37290668,0.21781388,0.12579648,0.86413366,0.018801274,0.94862694,0.23809719,4.4893055,0.09809832,0.4857289,4.8956695,0.17082325,2.2910812,0.29221824,0.005986387,1.9466231,0.011059635,0.7418604,0.049556702,1.5736718,-0.011515276
2677,BRACS_752_DCIS_18,0.05287207,0.06592151,0.044591557,0.8153295,2.4507205,0.14271021,0.284306,2.0990052,0.0860016,0.38442618,0.13884814,0.19599512,0.522039,2.2400768,0.1703353,1.3086891,0.17318566,0.25067347,0.076477334,0.510375,0.8719751,0.912334,0.117289364,0.058299296,0.14573343,1.0816151,0.9113351,0.7092197,0.3090221,0.03401798,0.14871423,0.0486303,1.2309325,0.42490146,0.011481819,0.50154287,1.2079988,1.0066453,0.091488846,0.07678781,0.029943628,0.2336889,0.05202339,0.29671773,0.05544468,0.8078596,0.044259552,0.039641235,0.2780978,0.20931396,2.0434847,0.069540486,0.14157045,3.034762,0.41279078,0.8331551,0.7907895,0.07336568,1.343844,0.017793516,1.140269,0.06258386,1.0740153,0.046531998
2678,BRACS_752_DCIS_19,0.039175563,0.032406844,0.011157299,0.67805624,2.1674726,0.056098003,0.19140378,2.1203659,0.0050532115,0.18560958,0.07920421,0.091919065,0.30609518,2.21796,0.11465862,1.2423021,0.16242915,0.35848612,0.029009873,0.39759916,0.78163147,0.8503791,0.21667056,0.07676779,0.15880546,0.96746624,0.85029745,0.86589366,0.29327467,0.035627272,0.038339637,0.026244935,1.0257909,0.24277732,0.009889172,0.2675559,1.022652,0.8867793,0.02247544,0.05999387,0.020411585,0.3594781,0.016352423,0.14166477,0.0060793883,1.4347035,0.020548679,0.038145237,0.16859129,0.10183491,1.4748026,0.047158435,0.11472217,2.7457175,0.51530385,0.48927632,0.93443614,0.113651074,1.4992623,0.025381949,1.483695,0.13298582,1.1693137,0.12495476
2679,BRACS_752_DCIS_2,0.07086657,0.16585906,0.052550517,0.21159072,1.3208975,0.12505418,0.08207736,1.4144728,0.1617248,0.21523996,0.49682927,0.5051187,0.0804985,1.3409636,0.1342375,0.9744049,0.67493266,0.362699,0.17650019,0.15159553,1.2381548,0.5163551,0.13669714,0.5693311,0.0264478,0.86574805,0.4339357,0.484398,0.3866009,0.58409184,0.09900356,0.66261697,0.5622063,0.13581279,0.1128721,0.17538677,0.45917314,0.7292499,0.54795074,0.27979377,0.47701377,0.09060213,0.6182242,-0.004028185,0.43974355,0.7662682,0.45240065,0.57302713,0.30613533,0.12484728,0.9529321,0.16800173,0.0754348,1.7762717,0.0784282,0.39255553,0.75473756,0.11442582,1.3526219,0.028033562,0.6342588,0.19664168,0.6528462,0.16856688
2680,BRACS_752_DCIS_20,0.07513059,0.17451343,0.080811694,0.41773856,1.3831102,0.1570409,0.3111043,1.9443324,0.25567073,0.2948985,0.79778814,0.3283961,0.22095999,1.8610995,0.15328842,1.7110575,0.7601532,0.17757776,0.7027996,0.50798464,1.696912,0.8655128,0.07500801,0.44693726,0.096240684,1.3700144,0.9112123,0.34184778,0.4108067,0.4609457,0.3409441,0.5642747,1.0125144,0.37773642,0.3103644,0.568473,1.1848338,0.96821433,0.54226565,0.58634984,0.46607584,0.13438784,0.5946942,0.04483109,0.54972225,0.822401,0.63448554,0.26597688,1.0009704,0.26512286,1.9574337,0.23275998,0.36933702,2.4420354,0.07403409,0.31510141,0.77343184,0.20244695,1.7451873,0.04469086,0.5065705,0.17009123,0.6665366,0.3055248
2681,BRACS_752_DCIS_21,0.023538355,0.022228876,0.0785498,1.0048683,2.4226866,0.33276328,0.49794245,2.9044616,0.49736637,0.31012905,0.53193235,0.18303744,0.29010016,3.0123,0.14020483,2.1985402,0.54281086,0.15546182,0.34325805,0.41832295,2.0043373,0.7187902,0.038606904,0.047915213,0.10458407,2.6062717,1.6286843,0.31149954,0.022205792,0.039860126,0.068018846,0.15075713,1.8790689,0.51952624,0.012719291,1.1834,1.4427052,0.70852923,0.65418273,0.1662012,0.1656009,0.052641995,0.29083586,0.2641305,0.114384465,0.6062573,0.29718584,0.032487944,0.59087545,0.588345,2.4184937,0.18355803,0.5100063,3.7273624,0.09189272,0.48492366,0.6856769,0.058637425,2.740779,0.018712929,1.1366473,0.041381743,1.1807799,0.052736655
2682,BRACS_752_DCIS_22,0.016220836,0.038299315,-0.010514789,0.29848212,1.2797041,0.30830455,0.11935479,2.716036,0.3936355,0.39157102,1.165661,0.53318423,-0.002234156,2.4097927,0.12594385,2.6223173,0.5468006,0.22342838,1.0420481,0.38210005,3.10184,1.014064,0.07444739,0.25063783,0.0360143,2.2195778,1.0987747,0.11573147,0.21371871,0.52075183,0.12232988,0.6820789,1.5511223,0.20468359,0.16078156,0.5551093,1.3974898,1.2378035,1.1257676,0.30142042,0.6494275,0.016730715,1.2369702,-0.0050710775,0.83054626,0.29700896,0.96870357,0.23874876,1.0590321,0.118696295,2.9370008,0.36833942,0.39854276,3.3929935,0.037680846,0.6788656,0.83745503,0.022429192,2.7822742,0.007306305,0.26100838,0.11834834,0.81067646,0.098149404
2683,BRACS_752_DCIS_24,0.068472125,0.009654613,0.0031887107,0.4355123,1.9423597,0.10502145,0.11368118,2.3111553,0.084847175,0.19899641,0.2914668,0.11041529,0.14841914,2.1504633,0.13111204,1.5700823,0.24317162,0.21287888,0.27875823,0.2626,1.3800365,0.8186151,0.10162737,0.1666872,0.013464888,1.4818988,0.86328256,0.6382021,0.22641408,0.14926478,0.015288717,0.1674637,1.1788561,0.2632038,0.011590291,0.32145146,1.0239686,0.8011958,0.3261199,0.14203769,0.113382526,0.10291945,0.2684072,0.0594133,0.17082387,1.0629563,0.23628792,0.057124075,0.3883705,0.09825911,1.7688761,0.0907215,0.14895342,2.806438,0.08564838,0.35528746,0.845742,0.07009658,1.8388057,0.025123563,1.0691799,0.15658931,0.9300466,0.087137066
2684,BRACS_752_DCIS_26,0.22372079,0.18360582,0.20875505,1.1944354,2.3811839,0.72142637,0.96021384,1.4631464,0.37065142,1.1535326,0.57833374,0.78984046,0.5966413,1.1593148,0.059133913,0.7768664,0.84495616,0.30428588,0.19966014,1.1844914,0.40236524,0.6203219,-0.00011326256,0.024317423,0.1443661,0.62656665,0.60281634,0.40268505,0.022442361,0.16433582,0.37997335,0.09118488,1.7091968,1.0487998,-0.015221243,1.1190429,2.2252283,2.6080968,0.3211317,0.37609524,0.28687495,0.1288108,0.04875011,0.36092716,0.30473647,0.15151726,0.4096076,0.013243264,1.1355542,0.39398542,3.7681315,0.24586014,0.3814386,3.1400392,0.29207584,2.139887,0.32508945,0.08336637,0.36298278,0.010932193,0.21845241,0.06817862,0.89069027,-0.004998237
2685,BRACS_752_DCIS_27,0.1414105,0.16169839,0.08351351,0.54210484,1.9371967,0.5081055,0.4032554,1.5028294,0.37567678,1.094962,1.2527083,0.6507349,0.12738048,1.2477597,0.077557944,1.6643384,0.7412071,0.33058825,0.80420095,0.903634,1.5551262,1.1787273,0.08047404,0.220044,0.047159776,1.0141517,0.9575686,0.16691922,0.5303835,0.54658115,0.20630182,0.68626255,1.7035291,0.77006936,0.09916859,0.71058947,2.0267012,2.1278622,0.7466222,0.5328498,0.75296277,0.0816784,0.66383845,0.04667897,0.8913644,0.16715401,1.1520017,0.2382514,1.4315194,0.20879717,3.4218404,0.34915882,0.39480835,3.0721097,0.060677864,1.5602765,0.5704441,0.0016977253,1.1869457,-0.0019775366,0.073476285,0.20170568,0.7965905,0.10092619
2686,BRACS_752_DCIS_28,0.07301186,0.2602465,0.2011918,0.821305,2.4048502,0.14328057,0.53839886,2.8025806,0.33872023,0.19820185,0.5651417,0.05240698,0.31775165,2.7666793,0.09668156,1.9696525,0.7402551,0.15667899,0.32796496,0.5332452,1.711577,0.8746291,0.053125877,0.20872001,0.23723537,2.029775,1.426923,0.50695693,0.41884133,0.20014894,0.3599217,0.34597513,1.4815388,0.56034905,0.15042919,0.82133615,1.4502212,0.78362006,0.32437757,0.41998228,0.18206586,0.05963013,0.23812224,0.16174398,0.1737439,1.1921421,0.25719026,0.21654661,0.631655,0.463999,2.1949148,0.070917554,0.33784026,3.4281297,0.10166022,0.3625926,0.7751116,0.29223177,2.4067044,0.037139717,1.2855603,0.109157994,1.0953811,0.20918293
2687,BRACS_752_DCIS_3,0.2833523,0.47047552,0.41589227,0.6513899,1.5306162,0.17066666,0.6701545,1.875016,0.3857129,0.30341,0.7862457,0.33663076,0.47292948,1.7659396,0.08035638,1.5725138,0.9856473,0.32032555,0.65780777,0.6345964,1.8509625,0.91069704,0.22697224,0.6667162,0.5665743,1.030247,0.88461035,0.563604,0.73581535,0.68324196,0.5388912,0.61909634,1.0040212,0.6815692,0.31947485,0.6010819,1.16585,0.9141245,0.65602815,0.51625746,0.49660972,0.087272525,0.79261786,0.19668709,0.49844158,0.9533075,0.7401569,0.7318991,0.74969196,0.5590372,1.8054212,0.1551344,0.27221805,2.4906814,0.21245396,0.6032141,0.91253215,0.44717556,1.6836317,0.10288782,0.65200853,0.2342432,0.7379458,0.2964623
2688,BRACS_752_DCIS_30,0.038295135,0.021064619,0.015068676,0.6708375,2.2471483,0.14143097,0.24726713,2.1986244,0.058743097,0.34779316,0.13390258,0.21620798,0.28010532,2.2574067,0.1874185,1.4901056,0.27002582,0.34347782,0.13699043,0.36167583,1.1790901,0.7647151,0.1489547,0.009539888,0.023291046,1.3491743,0.9362458,0.50632995,0.18984243,0.027637975,0.0481324,0.03532952,1.260734,0.27320352,-0.0002014041,0.49694577,1.2668308,0.85909003,0.160834,0.0712084,0.05707237,0.2515423,0.06312861,0.06392155,0.075148165,0.7678289,0.118950844,0.013801206,0.46651432,0.1238812,2.1223783,0.13881627,0.17027661,3.1446395,0.25299048,0.6849656,0.7342564,0.047767393,1.6829405,0.023039205,0.91987175,0.14249447,1.1032734,0.0110101
2689,BRACS_752_DCIS_31,0.06413765,0.02127091,-0.00093351875,0.6534676,2.488015,0.17796402,0.20789948,2.29271,0.056747697,0.38969743,0.050873302,0.10310537,0.61365646,2.2729888,0.12552458,1.345662,0.07693587,0.21716519,0.03857408,0.43251738,0.81366515,0.69443595,0.125261,0.088821195,0.046019457,1.1157806,0.79692507,0.5836675,0.3521601,0.07292412,0.10024906,0.05197901,1.0787015,0.2995934,0.02785003,0.37047842,0.9915696,0.7680285,0.103156194,0.043792754,0.056996364,0.1458041,0.10406825,0.33784828,0.053592052,0.99668854,0.054586343,0.056614835,0.14483832,0.060348216,2.0774417,0.057380565,0.095484965,3.115414,0.22800249,0.95968384,0.8336901,0.04272232,1.3735992,0.022468042,1.1895181,0.10749554,1.1015316,0.036022794
2690,BRACS_752_DCIS_33,0.17633416,0.10654878,0.01631568,0.4017324,1.8579049,0.10165825,0.10210774,1.9051584,0.031990975,0.43748084,0.28244063,0.23064265,0.1193144,1.6512747,0.10726971,1.1648417,0.42056036,0.4060766,0.17597385,0.44909853,0.99196374,0.8006297,0.096499674,0.44548085,0.020730067,0.7597361,0.37853947,0.507081,0.47657615,0.39103493,0.078496926,0.39970356,0.77518165,0.20267887,0.07610629,0.07369546,0.88517046,1.0793781,0.20071864,0.43223098,0.2646331,0.08752562,0.3798688,0.010286937,0.36830243,1.1482348,0.29285303,0.2761615,0.38817364,0.03982626,1.6625775,0.107479684,0.037656736,2.486625,0.14642249,0.68510216,0.550175,0.14688246,1.1977135,0.048457686,0.80852413,0.31495163,0.9247054,0.20584276
2691,BRACS_752_DCIS_34,0.07032297,0.11454571,0.07090024,0.6008272,1.6247135,0.16288854,0.32675964,1.5274109,0.0646146,0.27094322,0.19298653,0.38273895,0.19350679,1.3907164,0.25304654,0.7137406,0.5936275,0.45059025,0.23541819,0.41561976,0.6469527,0.76250476,0.4041368,0.4460858,0.42205516,0.7237879,0.6073879,1.0273654,0.1998095,0.08485408,0.11078069,0.15811346,0.9470119,0.4822054,0.06728068,0.27085015,0.74812686,0.96329075,0.105697945,0.39418063,0.07548181,0.5823142,0.043815482,0.019217845,0.049253486,1.4878665,0.19953209,0.3047297,0.36823857,0.26309872,0.80893624,0.13157496,0.11653631,1.7270855,0.760565,0.19126071,0.83969337,0.19370754,1.1061964,0.1247463,1.356546,0.14026545,0.85884917,0.3371989
2692,BRACS_752_DCIS_36,0.07334571,0.07396165,0.05660513,0.65346193,1.8440619,0.2891225,0.30402803,2.1111453,0.24191883,0.2151156,0.2956605,0.32963938,0.23283947,1.8949528,0.16332388,1.4917383,0.42565015,0.22148918,0.3228775,0.3244849,1.4292887,0.59993136,0.12627295,0.24243456,0.1253558,1.6130764,0.83975005,0.7452571,0.17393757,0.15809469,0.06377891,0.24526547,1.1397642,0.37718624,0.13688853,0.520441,0.88952744,0.6628885,0.5815265,0.20208243,0.22648852,0.16820395,0.30685762,0.11532881,0.26330817,0.9553912,0.36758772,0.16797942,0.47585633,0.34218752,1.5634301,0.216333,0.29780623,2.4043064,0.15167429,0.32496417,0.8183814,0.09365312,1.7464614,0.045734428,1.0438414,0.129163,0.8892641,0.13313991
2693,BRACS_752_DCIS_38,0.23259196,-0.003137665,0.0047548646,0.74784887,2.7991986,0.37884822,0.28773645,2.2858386,0.18322253,0.6800382,0.09943374,0.008806368,0.8113851,2.2697356,0.04322842,1.1299132,0.12277133,0.090928644,0.003945244,0.6324121,0.56057894,0.57497156,0.021418372,0.06458205,0.0045518796,0.94362843,0.61455613,0.1257322,0.3537519,0.06840283,0.24405456,0.027167711,1.1960187,0.45473266,8.428952e-05,0.5019637,1.0823203,0.8379885,0.35231492,0.019517612,0.06206423,0.00092655147,0.30523467,0.49612758,0.26059908,0.67764336,0.20392768,0.031273656,0.19699787,0.07748787,2.8541412,0.010034737,0.0889536,3.5965273,0.020864395,1.5363019,0.3219813,0.07948337,0.9357474,0.019638086,0.8587118,0.12105401,1.0735272,0.010052287
2694,BRACS_752_DCIS_4,0.038602054,0.04332257,-0.00043551344,0.4492472,1.7853264,0.20155409,0.18998873,2.8719907,0.3756367,0.3534231,0.9965701,0.31071118,0.1369228,2.6349068,0.036163636,2.2429123,0.6097125,0.19049343,0.71427613,0.45523986,2.394903,0.9302796,0.074312165,0.66497356,0.08050814,1.7904425,1.0214136,0.3129185,0.54719204,0.75604284,0.42964,0.80129373,1.2715019,0.44509202,0.49007004,0.50411,1.2730403,1.0292513,0.71156144,0.55276424,0.76630026,-0.0146799665,1.0021547,0.04311528,0.69455755,1.0601838,0.97358,0.46436304,1.0817534,0.26185828,2.7847993,0.14341226,0.35856834,3.5949147,0.0013924283,0.63268816,0.6874487,0.004724102,2.5550807,0.009304755,0.7151017,0.10225769,0.7211174,0.19670832
2695,BRACS_752_DCIS_41,0.03505174,0.08214571,0.018499225,0.52764666,1.9191041,0.11782648,0.16365659,1.9893878,0.01736561,0.23218553,0.0719983,0.20710672,0.24433279,1.8162746,0.18660845,1.0050386,0.24152529,0.4385864,0.044052005,0.32828045,0.6822433,0.63873124,0.43851778,0.3344967,0.26026183,0.91099954,0.5912427,1.0195055,0.33288127,0.09252951,0.077301525,0.078033455,0.9234245,0.22753935,0.049560495,0.09352077,0.6559847,0.75852937,0.12762526,0.15095463,0.057970285,0.4878073,0.05624078,0.09950552,0.020327792,1.7046353,0.046084918,0.20315476,0.12113721,0.0789606,1.0536104,0.08748404,0.07294285,2.28395,0.59502494,0.42527464,0.9879903,0.12432798,1.3605243,0.044256832,1.5820156,0.13639307,1.0894629,0.24081856
2696,BRACS_752_DCIS_42,0.1925345,0.16722213,0.08949297,0.60745525,2.1390073,0.15796418,0.42517704,2.1959405,0.20694593,0.6293162,0.9602883,0.07684462,0.11205751,2.054729,0.097693644,1.9224206,0.6648413,0.2373586,0.7470637,0.6971447,1.6435217,1.3302302,0.07598419,0.2253555,0.018240992,1.2708408,1.4450573,0.11144596,0.7795331,0.4330906,0.23175412,0.5246252,1.6410723,0.5813143,0.18542773,0.8661627,2.2087226,1.5685225,0.31145442,0.53314894,0.5190963,0.03367399,0.5418963,0.07172293,0.5857408,0.34567267,0.67777073,0.18996115,1.2755342,0.21563661,3.1506321,0.123901576,0.40069893,3.6324878,0.043353584,1.0496495,0.47962472,0.09437619,1.8509394,0.0038388479,0.34737563,0.25955597,1.0905695,0.096837774
2697,BRACS_752_DCIS_43,0.05429062,0.05596931,0.027975287,0.5546259,2.1528115,0.1515817,0.16039245,2.582046,0.10119796,0.26675737,0.1595893,0.1685273,0.30078802,2.4803169,0.19110237,1.590665,0.32098278,0.23937188,0.08861123,0.31645027,1.2510362,0.57858276,0.1329908,0.14414951,0.06378992,1.5162615,0.83104205,0.74464244,0.20719653,0.10615206,0.15264286,0.15109167,1.2451133,0.29490474,0.074272715,0.30425766,0.88593554,0.6625783,0.25432622,0.15806323,0.10331738,0.1621933,0.12937471,0.12040372,0.107558995,1.2174293,0.15833151,0.11130458,0.26360375,0.116850786,1.8575044,0.09061009,0.106404416,3.1172516,0.1910955,0.49744022,0.8377867,0.07757107,2.0683036,0.02514257,1.4220598,0.1196827,1.2031713,0.10730215
2698,BRACS_752_DCIS_5,0.07292502,0.036163714,0.0090156775,0.45438528,2.031235,0.104700975,0.070663765,2.5038316,0.040562835,0.24794586,0.112213336,0.1414588,0.15068786,2.205141,0.101459764,1.51841,0.22284679,0.23528194,0.15092702,0.27241543,1.4097509,0.6109317,0.09635408,0.24000745,0.01180389,1.4766266,0.6309395,0.7404557,0.29045537,0.19603552,0.028746918,0.16125445,1.1085136,0.15684831,0.040039994,0.1572075,0.7897562,0.7355071,0.40101835,0.16843468,0.17139423,0.096681476,0.3029702,0.020096539,0.20806089,1.3350683,0.1850387,0.12837695,0.2591415,0.05698318,1.7944452,0.08404103,0.06578443,2.9201665,0.08789201,0.47741035,0.85927916,0.08484418,1.8568574,0.020258065,1.2056001,0.202676,1.0300058,0.11795719
2699,BRACS_752_DCIS_6,0.019151235,0.0654757,0.050049167,0.7201091,2.2532346,0.13576223,0.21879625,2.5654879,0.09914835,0.13849573,0.17294975,0.18548127,0.20743144,2.434238,0.16000351,1.6354125,0.30057538,0.23056856,0.15301828,0.2869464,1.362592,0.7696857,0.14940888,0.17440732,0.16377597,1.6613283,0.9786898,1.0599287,0.1774776,0.07277829,0.088699624,0.114909716,1.3998559,0.3334723,0.060593687,0.43165264,0.9425305,0.8168483,0.2794531,0.15708539,0.092659414,0.24476615,0.11863085,0.06535589,0.058713987,1.5330623,0.10816289,0.11154941,0.28174374,0.26847413,1.6061674,0.09674867,0.14367826,2.9467037,0.3724824,0.24697407,1.0541402,0.09448839,2.048682,0.025785597,1.6505224,0.06308014,1.167271,0.10676862
2700,BRACS_752_DCIS_7,0.079935394,0.17753293,0.20558576,0.86599207,2.5142293,0.19840673,0.61164457,2.8313878,0.3906044,0.2277455,0.45968774,0.05032624,0.5451357,2.8585982,0.08658797,1.7810853,0.6610252,0.12677674,0.15758525,0.628441,1.2962986,0.7907494,0.061589718,0.22691822,0.2847442,1.6751317,1.25326,0.50162375,0.3139093,0.21106184,0.41991523,0.25092268,1.4530447,0.68009746,0.13132282,0.79826313,1.3524911,0.7908192,0.2516749,0.3454784,0.16860433,0.054631498,0.19271813,0.33911595,0.12832128,1.3952857,0.17660815,0.20104432,0.41607156,0.536015,2.153432,0.026890134,0.30229196,3.506387,0.102682784,0.5731789,0.74533176,0.20864743,2.2201757,0.032502078,1.5453248,0.0769588,1.2002867,0.16016786
2701,BRACS_752_DCIS_8,0.10628819,0.072663896,0.016749403,0.6868304,2.2522666,0.040127914,0.27964038,2.3259919,0.052669954,0.18830772,0.4840267,0.107734114,0.06953432,2.645401,0.12209977,1.8568355,0.42287257,0.3531528,0.35923386,0.4429057,1.4074266,1.3171626,0.08930769,0.09451684,0.03442913,1.3728274,1.4935489,0.48952287,0.3193671,0.17751808,0.11161567,0.17676769,1.5252757,0.41464102,0.04537093,0.7321501,1.8368127,1.226693,0.042263024,0.21671732,0.11990726,0.14767654,0.080979586,0.048463825,0.13042392,0.80331635,0.1848066,0.10522839,0.8313807,0.16295399,2.3134737,0.061570004,0.29644296,3.4742832,0.14600053,0.43142974,0.6923752,0.07651976,2.0445182,-0.00568614,1.042953,0.22264446,1.222041,0.060860295
2702,BRACS_752_DCIS_9,0.04892452,0.16422834,0.10581584,0.46138522,1.553597,0.065252155,0.3583073,1.2041525,0.097310774,0.25045094,0.47517562,0.20498994,0.07668689,1.4038494,0.24840271,1.0118506,0.7032408,0.54946786,0.27204058,0.4368907,0.6664137,1.0057147,0.26637638,0.20358774,0.0719147,0.67450434,0.8649847,0.33670652,0.33151028,0.3026656,0.11596988,0.33270684,0.76961714,0.4883215,0.082232766,0.55405694,1.2761219,1.0139079,0.083478674,0.29005182,0.2464525,0.29079124,0.15888107,0.04109887,0.1762944,0.60329753,0.2802484,0.19241653,0.7107022,0.2700278,1.3273888,0.14222008,0.21311526,1.988465,0.21890214,0.3500782,0.4845596,0.16811326,1.0524474,0.00077050074,0.560976,0.27343008,0.85501754,0.12812904
2703,BRACS_753_DCIS_11,0.22444478,0.250692,0.0999444,0.6421404,2.0600178,0.14542566,0.35219574,1.6554674,0.17828986,0.5604811,0.6938174,0.34440795,0.17906667,1.5056422,0.15053217,1.3440701,0.6084959,0.3974094,0.25920704,0.7158318,0.92991835,0.92327476,0.08425002,0.32563484,0.036892608,0.8279728,0.7864135,0.23630264,0.79567015,0.7352336,0.22517024,0.5441738,1.140428,0.4722703,0.19600374,0.49339393,1.5288992,1.4280422,0.20878989,0.49877343,0.48355967,0.12065271,0.38164753,0.08156782,0.54732895,0.566137,0.36273757,0.36287913,0.67444134,0.17359452,2.360834,0.12833934,0.22438219,2.8081968,0.12629908,0.98415315,0.39728916,0.14199258,1.1707493,0.009237392,0.4483454,0.30275184,0.95636016,0.24384959
2704,BRACS_753_DCIS_12,0.017406665,0.36065054,0.47913963,0.562041,1.4243575,0.79729503,0.48782998,0.8988489,0.06633629,0.4409133,0.15993966,0.56905246,0.4243244,1.1633157,0.11755222,1.157602,0.262256,0.5825147,0.20790385,0.47746155,0.735332,0.94479537,0.29204163,0.051810533,0.29974654,0.46026763,0.6716567,0.5499207,0.3072627,0.047360003,0.15444152,0.03708228,0.6695478,0.5060991,0.03089005,0.6405451,1.1571912,0.8241366,0.049977094,0.09604153,0.024362398,0.85452735,0.045775954,0.42258298,0.014905644,0.701092,0.48006657,0.052626736,0.30120918,0.21274129,1.1250482,0.43953475,0.2303024,1.6556971,0.908625,0.7192516,0.62794864,0.0993846,0.61789185,0.084703065,0.80950105,0.1280163,0.60193473,0.051176466
2705,BRACS_753_DCIS_13,0.06168918,0.036933985,0.026101278,0.6619197,2.1611292,0.102914006,0.189872,2.3202977,0.07844403,0.22313376,0.20506881,0.07309586,0.22892202,2.2932818,0.19894671,1.4231995,0.3539535,0.31993654,0.043368615,0.30143076,1.0130227,0.6496512,0.17796996,0.027516231,0.033283494,1.4173158,0.9678755,0.36164078,0.1465339,0.049311113,0.10449867,0.097141296,1.2727294,0.2813289,0.011511874,0.48399648,1.1324906,0.6325139,0.10359544,0.1270645,0.0612595,0.1316171,0.072706275,0.069565795,0.06275293,0.8995739,0.06626992,0.026049463,0.28933892,0.16276485,1.8089308,0.045501933,0.12267607,3.0863245,0.1869832,0.57402396,0.61555165,0.072245404,1.8741108,0.05039924,1.0994861,0.19905987,1.1332349,0.07232857
2706,BRACS_753_DCIS_14,0.023934886,0.08381775,0.022879634,0.71181685,1.9885339,0.15917473,0.33855006,1.6538562,0.049388,0.33400533,0.20337962,0.17102954,0.29352078,1.6639888,0.13038316,1.0315706,0.41731924,0.4259788,0.15825044,0.4968406,0.62604934,0.94695115,0.2772991,0.19316354,0.18464199,0.7284663,0.7993311,0.6475443,0.38222268,0.06995745,0.0568494,0.09730178,0.79838127,0.41122943,0.022275219,0.35740048,1.1348355,0.93430984,0.06900826,0.24126934,0.04836458,0.4380595,0.056249246,0.14383082,0.058139224,1.1669694,0.13316113,0.07845732,0.37447587,0.23293306,1.3015218,0.08659069,0.13405432,2.2382972,0.4467707,0.5723092,0.77857697,0.17502934,1.0362235,0.07641937,1.0521163,0.23585781,0.9442418,0.21607068
2707,BRACS_753_DCIS_15,0.046422508,0.08957034,0.084397644,0.53696203,1.8594339,0.11386131,0.26236188,1.6342324,0.040143825,0.23732293,0.07683104,0.24524161,0.53123087,1.616482,0.1692325,0.89009255,0.17326954,0.391921,0.04095942,0.39386803,0.47459298,0.5803077,0.39164564,0.2278051,0.23123404,0.5763459,0.5085842,0.83017963,0.377208,0.08470267,0.07333199,0.074126706,0.65534025,0.19031334,0.04210628,0.12790427,0.69071865,0.7335248,0.062982455,0.10905406,0.042688992,0.530833,0.04068368,0.2230992,0.026740527,1.3812115,0.07162942,0.10280732,0.09057624,0.091382556,1.0255703,0.060505103,0.17055376,2.0795481,0.56958735,0.6768454,1.0025402,0.14832737,0.97993046,0.06321346,1.2748632,0.10182664,0.92700785,0.19525015
2708,BRACS_753_DCIS_17,0.12899062,0.11583548,0.0029796227,0.5331062,1.8067942,0.15325741,0.2799679,1.3893569,0.020136002,0.38271272,0.1649137,0.21589027,0.29525757,1.4170057,0.13220091,0.8207958,0.31380436,0.44568306,0.16476415,0.5009192,0.49953172,0.841979,0.30312747,0.2623217,0.07988275,0.42343313,0.5706223,0.47305706,0.53256077,0.16612437,0.081051394,0.15362485,0.48172447,0.3065444,0.06827178,0.19235794,1.0511963,0.8585179,0.10669052,0.2813476,0.07927144,0.43420035,0.12196325,0.15236539,0.09027329,0.94540703,0.19550352,0.15452415,0.39347285,0.06937046,1.3162619,0.1443083,0.10678892,2.097921,0.42002895,0.7293583,0.6396031,0.1939938,0.6799115,0.053922433,0.72893745,0.30234227,0.8005225,0.27234852
